argouml;org/argouml/uml/diagram/sequence/ui/ModeChangeHeight.java;67;75;8;1;1;3
argouml;org/argouml/uml/diagram/sequence/ui/ModeCreateMessage.java;259;270;35;1;0;3
argouml;org/argouml/uml/diagram/state/ui/FigConcurrentRegion.java;535;540;5;1;0;1
argouml;org/argouml/uml/diagram/state/ui/FigConcurrentRegion.java;545;547;3;1;0;1
argouml;org/argouml/uml/diagram/state/ui/FigConcurrentRegion.java;552;556;5;1;0;2
argouml;org/argouml/uml/diagram/static_structure/ui/FigComment.java;246;270;23;1;1;10
argouml;org/argouml/uml/diagram/static_structure/ui/FigComment.java;336;356;21;1;1;12
argouml;org/argouml/uml/diagram/static_structure/ui/FigCompartmentBox.java;137;140;4;1;0;1
argouml;org/argouml/uml/diagram/static_structure/ui/SelectionClass.java;255;258;4;1;2;7
argouml;org/argouml/uml/diagram/static_structure/ui/SelectionDataType.java;197;200;4;1;0;1
argouml;org/argouml/uml/diagram/static_structure/ui/SelectionStereotype.java;203;206;4;1;0;1
argouml;org/argouml/uml/diagram/static_structure/ui/StylePanelFigClass.java;111;125;12;6;4;15
argouml;org/argouml/uml/diagram/static_structure/ui/StylePanelFigInterface.java;80;91;10;5;2;12
argouml;org/argouml/uml/diagram/static_structure/ui/StylePanelFigPackage.java;87;101;12;6;1;5
argouml;org/argouml/uml/diagram/ui/DiagramNameDocument.java;109;111;3;1;0;1
argouml;org/argouml/uml/diagram/ui/DiagramNameDocument.java;116;118;3;1;0;1
argouml;org/argouml/uml/diagram/ui/DiagramNameDocument.java;123;125;3;1;0;1
argouml;org/argouml/uml/diagram/ui/DnDJGraph.java;122;133;10;2;3;4
argouml;org/argouml/uml/diagram/ui/DnDJGraph.java;139;150;10;2;2;4
argouml;org/argouml/uml/diagram/ui/FigEdgeModelElement.java;693;702;12;1;1;5
argouml;org/argouml/uml/diagram/ui/FigEdgeModelElement.java;719;724;8;1;1;6
argouml;org/argouml/uml/diagram/ui/FigNodeModelElement.java;1075;1080;6;1;2;15
argouml;org/argouml/uml/diagram/ui/FigNodeModelElement.java;1085;1090;6;1;2;4
argouml;org/argouml/uml/diagram/ui/FigNodeModelElement.java;1095;1112;18;1;1;8
argouml;org/argouml/uml/diagram/ui/FigTextGroup.java;157;166;12;1;0;1
argouml;org/argouml/uml/diagram/ui/PropPanelString.java;132;137;6;1;1;5
argouml;org/argouml/uml/diagram/ui/PropPanelString.java;142;142;3;1;0;2
argouml;org/argouml/uml/diagram/ui/SelectionRerouteEdge.java;140;150;9;1;1;3
argouml;org/argouml/uml/diagram/ui/StylePanelFigMessage.java;98;104;8;5;0;4
argouml;org/argouml/uml/diagram/ui/TabDiagram.java;433;442;10;1;1;6
argouml;org/argouml/uml/diagram/ui/TabDiagram.java;450;474;19;1;1;7
argouml;org/argouml/uml/diagram/use_case/ui/FigUseCase.java;984;998;4;6;2;4
